,Index,Name,Type,Total_births,Male_births,Female_births,Hospitals_hospital,Beds in hospitals (JD)_hospital,Opthamology_hospital,Surgery_hospital,Welfare and obstetrics_hospital,"Ear, nose, and throat specialists_hospital",Skin and venereal disease_hospital,Internal Medicine_hospital,Geriatrics_hospital,Pediatrics_hospital,Neurology_hospital,Orthopedics_hospital,Urology_hospital,Other areas_hospital,Children and youth psychiatry and psychotherapy_hospital,Psychiatry and psychotherapy_hospital,Psychotherapeutic medicine_hospital,Total_deaths,Male_deaths,Female_deaths,"Graduates, Male_edu","Graduates, Female_edu","Hauptschulabschluss Graduates, Male_edu","Hauptschulabschluss Graduates, Female_edu","Mittlerem Abschluss Graduates, Male_edu","Mittlerem Abschluss Graduates, Female_edu","Fachhochschulreife Graduates, Male_edu","Fachhochschulreife Graduates, Female_edu","Allg. Hochschulreife-einschl.fachge.Hochschulreife Graduates, Male_edu","Allg. Hochschulreife-einschl.fachge.Hochschulreife Graduates, Female_edu","nachrichtl.: zus.erw.schul.Teil d. Fachhochs.reife, Male_edu","nachrichtl.: zus.erw.schul.Teil d. Fachhochs.reife, Female_edu","Total, Under 3 years_age","Total, 3 to under 6 years_age","Total, 6 to under 10 years_age","Total, 10 to under 15 years_age","Total, 15 to under 18 years_age","Total, 18 to under 20 years_age","Total, 20 to under 25 years_age","Total, 25 to under 30 years_age","Total, 30 to under 35 years_age","Total, 35 to under 40 years_age","Total, 40 to under 45 years_age","Total, 45 to under 50 years_age","Total, 50 to under 55 years_age","Total, 55 to under 60 years_age","Total, 60 to under 65 years_age","Total, 65 to under 75 years_age","Total, 75 years and older_age",Total_age,"Male, Under 3 years_age","Male, 3 to under 6 years_age","Male, 6 to under 10 years_age","Male, 10 to under 15 years_age","Male, 15 to under 18 years_age","Male, 18 to under 20 years_age","Male, 20 to under 25 years_age","Male, 25 to under 30 years_age","Male, 30 to under 35 years_age","Male, 35 to under 40 years_age","Male, 40 to under 45 years_age","Male, 45 to under 50 years_age","Male, 50 to under 55 years_age","Male, 55 to under 60 years_age","Male, 60 to under 65 years_age","Male, 65 to under 75 years_age","Male, 75 years and older_age","Male, Total_age","Female, Under 3 years_age","Female, 3 to under 6 years_age","Female, 6 to under 10 years_age","Female, 10 to under 15 years_age","Female, 15 to under 18 years_age","Female, 18 to under 20 years_age","Female, 20 to under 25 years_age","Female, 25 to under 30 years_age","Female, 30 to under 35 years_age","Female, 35 to under 40 years_age","Female, 40 to under 45 years_age","Female, 45 to under 50 years_age","Female, 50 to under 55 years_age","Female, 55 to under 60 years_age","Female, 60 to under 65 years_age","Female, 65 to under 75 years_age","Female, 75 years and older_age","Female, Total_age",Total_workingAge,"Total, Male_workingAge","Total, Female_workingAge",Foreigners_workingAge,"Foreigneres, Male_workingAge","Foreigners, Female_workingAge",Area (km^2)_surface,Total Unemployed_unemployed,Foreigners_unemployed,Severely Impaired_unemployed,15 to under 20 years_unemployed,15 to under 25 years_unemployed,55 to under 65 years_unemployed,Long-term Unemployed_unemployed,Veräußerungsfälle von Bauland - Total (Number)_worthArea,Veräußerte Baulandfläche - Total (1000 qm)_worthArea,Kaufsumme - Total (Tsd. EUR)_worthArea,Durchschnittlicher Kaufwert je qm - Total (EUR)_worthArea,Veräußerungsfälle von Bauland - Building Land (Number)_worthArea,Veräußerte Baulandfläche - Building Land (1000 qm)_worthArea,Kaufsumme - Building Land (Tsd. EUR)_worthArea,Durchschnittlicher Kaufwert je qm - Building Land (EUR)_worthArea
300,9675,Kitzingen, Landkreis,780,403,377,2,245,0,110,24,4,0,107,0,0,0,0,0,0,0,0,0,1020,483,537,261,130,3,1,100,41,141,75,17,13,0,0,2317,2176,3003,4247,2947,2079,5311,5425,5186,5186,5420,7343,8065,6932,5846,8333,9490,89306,1220,1121,1523,2140,1531,1103,2901,2871,2691,2606,2678,3732,4122,3488,3011,4215,3843,44796,1097,1055,1480,2107,1416,976,2410,2554,2495,2580,2742,3611,3943,3444,2835,4118,5647,44510,35199,19314,15885,1967,1238,729,684.18,1499,268,149,40,196,338,257,230,382,20506,"53,63",198,167,11755,"70,42"
301,9676,Miltenberg, Landkreis,1086,556,530,1,300,0,116,46,3,0,112,20,0,0,0,3,0,0,0,0,1373,692,681,173,51,5,0,78,16,90,35,0,0,0,0,3300,3234,4409,6153,4496,3070,7158,7143,7152,7347,8083,11002,11383,9972,8400,12378,13766,128446,1675,1624,2315,3150,2362,1627,3866,3787,3608,3637,3940,5583,5781,5050,4215,6090,5752,64062,1625,1610,2094,3003,2134,1443,3292,3356,3544,3710,4143,5419,5602,4922,4185,6288,8014,64384,50381,28658,21723,4076,2759,1317,715.86,2188,465,176,66,282,495,390,261,349,34840,"99,69",197,149,18115,"121,92"
302,9677,Main-Spessart, Landkreis,958,475,483,2,665,2,140,9,0,0,126,20,0,40,0,3,0,0,268,57,1509,739,770,214,75,1,1,54,21,142,41,17,12,0,0,2922,2884,3993,5778,4012,2872,6845,6938,6796,6774,7475,10463,11615,10419,8948,12707,14682,126123,1494,1460,2041,2930,2090,1523,3711,3726,3552,3397,3695,5167,5947,5339,4512,6291,5981,62856,1428,1424,1952,2848,1922,1349,3134,3212,3244,3377,3780,5296,5668,5080,4436,6416,8701,63267,51998,29117,22881,2418,1480,938,1321.42,1695,208,186,41,208,439,337,274,409,15864,"38,77",216,232,13788,"59,35"
303,9678,Schweinfurt, Landkreis,989,493,496,6,603,10,61,7,5,0,66,0,0,0,120,0,44,0,221,69,1222,580,642,3,3,3,3,0,0,0,0,0,0,0,0,2958,2857,3802,5368,3806,2588,6571,6708,6545,6316,6608,9222,10563,9306,7825,11126,12644,114813,1531,1458,1997,2761,1955,1380,3497,3524,3374,3163,3338,4573,5411,4700,3952,5443,5349,57406,1427,1399,1805,2607,1851,1208,3074,3184,3171,3153,3270,4649,5152,4606,3873,5683,7295,57407,46588,26178,20410,1484,996,488,841.46,2034,205,195,43,227,516,486,74,61,3515,"57,61",72,58,.,.
304,9679,Würzburg, Landkreis,1447,756,691,1,130,1,47,1,1,0,66,0,0,0,0,14,0,0,0,0,1472,734,738,13,0,0,0,13,0,0,0,0,0,0,0,4311,4111,5529,7570,5087,3646,8940,9307,9266,9536,9800,12901,14159,12952,10885,15947,16480,160427,2240,2141,2809,3932,2690,1880,4717,4819,4730,4705,4881,6467,7009,6413,5374,7850,7100,79757,2071,1970,2720,3638,2397,1766,4223,4488,4536,4831,4919,6434,7150,6539,5511,8097,9380,80670,62510,32853,29657,2534,1617,917,968.41,2123,250,206,40,210,533,547,407,643,48106,"74,87",339,359,32531,"90,61"
305,9761,Augsburg, kreisfreie Stadt,2846,1458,1388,10,2967,51,683,211,76,47,684,39,223,84,328,92,53,93,238,65,3054,1431,1623,1630,681,261,94,360,190,846,307,163,90,0,0,7964,7025,9217,11457,7654,5848,21034,25295,22220,19345,17961,20503,20755,18168,15210,27060,29658,286374,4004,3642,4739,5814,3995,2924,10250,13125,11726,9975,9200,10627,10682,8985,7071,12287,11277,140323,3960,3383,4478,5643,3659,2924,10784,12170,10494,9370,8761,9876,10073,9183,8139,14773,18381,146051,104787,56647,48140,19126,11674,7452,146.86,9925,3345,700,218,958,1886,2809,90,122,47474,"389,54",81,86,42616,"494,84"
306,9762,Kaufbeuren, kreisfreie Stadt,389,213,176,2,628,0,132,28,3,0,162,0,20,47,0,14,0,0,182,40,481,213,268,324,176,7,2,80,59,188,75,49,40,0,0,1149,1027,1472,1962,1335,941,2392,2710,2613,2457,2451,3192,3570,3135,2610,4525,5190,42731,576,523,729,1012,699,544,1261,1439,1388,1280,1214,1623,1767,1556,1261,2122,2005,20999,573,504,743,950,636,397,1131,1271,1225,1177,1237,1569,1803,1579,1349,2403,3185,21732,15937,8646,7291,1809,1183,626,40.03,1361,266,149,36,159,328,381,47,82,.,.,40,34,7597,"221,00"
307,9763,Kempten (Allgäu), kreisfreie Stadt,662,334,328,2,570,1,151,55,7,0,139,0,40,30,12,40,5,0,70,20,731,346,385,747,367,71,31,151,70,449,223,76,43,0,0,1799,1580,2222,2835,1954,1425,4726,4956,4576,4079,3903,4831,4785,4511,3785,7289,7691,66947,930,808,1174,1455,1026,749,2468,2715,2406,2093,2005,2455,2351,2226,1763,3360,3122,33106,869,772,1048,1380,928,676,2258,2241,2170,1986,1898,2376,2434,2285,2022,3929,4569,33841,24887,13348,11539,3261,1973,1288,63.28,1641,411,136,38,183,369,401,1,1,.,.,0,0,0,"0,00"
308,9764,Memmingen, kreisfreie Stadt,411,201,210,2,546,0,149,61,2,0,162,0,64,16,0,40,6,0,23,23,482,210,272,412,193,9,2,70,51,268,103,65,37,0,0,1205,1102,1486,1979,1390,917,2489,2821,2705,2698,2591,3234,3420,3052,2629,4308,4815,42841,604,547,735,1007,750,472,1329,1469,1405,1419,1327,1692,1719,1509,1222,2010,1866,21082,601,555,751,972,640,445,1160,1352,1300,1279,1264,1542,1701,1543,1407,2298,2949,21759,16842,9350,7492,2597,1686,911,70.14,957,276,71,23,109,216,200,54,56,7237,"128,28",47,36,5056,"140,81"
309,9771,Aichach-Friedberg, Landkreis,1225,629,596,2,300,0,123,31,7,0,138,0,0,0,1,0,0,0,0,0,1230,581,649,506,232,5,1,128,55,291,124,82,52,0,0,3730,3696,4903,6620,4601,3196,7244,7426,7621,7924,8306,11477,11693,9817,7614,12475,12573,130916,1912,1860,2502,3368,2341,1679,3875,3883,3834,3983,4176,5814,5983,4920,3800,6057,5254,65241,1818,1836,2401,3252,2260,1517,3369,3543,3787,3941,4130,5663,5710,4897,3814,6418,7319,65675,51134,28043,23091,3107,2042,1065,780.3,1957,313,176,48,219,532,395,350,464,59617,"128,51",287,213,43085,"202,51"
310,9772,Augsburg, Landkreis,2171,1115,1056,3,304,0,109,28,5,0,162,0,0,0,0,0,0,0,0,0,2498,1235,1263,466,283,2,1,100,69,240,136,124,77,0,0,6723,6633,8893,12190,8371,5840,13750,13811,13938,14665,15552,21069,21875,18289,14946,24731,24324,245600,3448,3412,4621,6206,4411,3041,7417,7302,7068,7392,7772,10505,11059,9221,7283,11897,9975,122030,3275,3221,4272,5984,3960,2799,6333,6509,6870,7273,7780,10564,10816,9068,7663,12834,14349,123570,95072,51618,43454,6845,4266,2579,1071.11,3949,697,333,102,481,940,755,63,79,7904,"100,57",33,30,7434,"246,21"
311,9773,Dillingen an der Donau, Landkreis,792,406,386,2,317,10,114,22,10,0,138,0,0,0,17,6,0,0,0,0,917,441,476,204,72,5,0,159,45,40,27,0,0,0,0,2442,2476,3416,4817,3382,2267,5713,5780,5291,5534,5918,7788,8240,7279,5942,8832,9458,94575,1258,1283,1740,2463,1724,1208,3035,3077,2733,2807,2997,3949,4192,3668,2955,4357,3784,47230,1184,1193,1676,2354,1658,1059,2678,2703,2558,2727,2921,3839,4048,3611,2987,4475,5674,47345,38857,21737,17120,2500,1679,821,792.22,1286,207,122,22,150,339,285,299,664,25063,"37,76",225,202,15532,"76,96"
312,9774,Günzburg, Landkreis,1100,581,519,6,1053,2,180,24,6,0,222,62,0,185,15,7,20,0,271,59,1222,556,666,334,169,76,20,55,39,176,97,27,13,0,0,3320,3242,4406,6224,4341,3077,7453,7649,7163,7268,7957,10186,10804,9357,7478,11360,11868,123153,1727,1686,2271,3218,2323,1601,4026,4102,3724,3696,4047,5187,5511,4731,3794,5626,4803,62073,1593,1556,2135,3006,2018,1476,3427,3547,3439,3572,3910,4999,5293,4626,3684,5734,7065,61080,50646,28214,22432,5222,3514,1708,762.44,1872,384,185,49,232,447,429,248,493,25463,"51,66",166,133,12308,"92,57"
313,9775,Neu-Ulm, Landkreis,1518,811,707,4,390,0,119,33,5,0,198,12,0,0,7,10,6,0,0,0,1589,779,810,476,259,29,10,64,38,283,139,100,72,0,0,4535,4625,6216,8176,5543,3940,10024,11249,11069,10413,10838,13573,14017,12275,10254,16638,16924,170309,2346,2371,3050,4151,2905,2098,5442,5835,5681,5294,5526,6871,7038,6126,4906,8013,6953,84606,2189,2254,3166,4025,2638,1842,4582,5414,5388,5119,5312,6702,6979,6149,5348,8625,9971,85703,68451,38271,30180,7921,5237,2684,515.87,2668,632,205,47,263,596,635,294,293,47345,"161,48",248,207,40663,"196,86"
314,9776,Lindau (Bodensee), Landkreis,731,356,375,7,494,1,103,11,10,0,90,20,3,0,1,15,3,0,0,237,942,458,484,149,94,3,2,11,10,104,63,31,19,0,0,2055,2003,2782,3976,2891,1901,4173,4558,4513,4520,4803,6780,7051,5844,4611,8739,9229,80429,1050,1054,1355,2097,1524,967,2208,2394,2295,2284,2301,3368,3507,2935,2246,4156,3809,39550,1005,949,1427,1879,1367,934,1965,2164,2218,2236,2502,3412,3544,2909,2365,4583,5420,40879,29297,15383,13914,3493,1963,1530,323.45,1209,288,96,27,142,288,219,97,138,24616,"179,01",83,94,22076,"234,20"
315,9777,Ostallgäu, Landkreis,1239,615,624,4,440,0,118,23,3,0,214,0,0,20,62,0,0,0,0,0,1364,683,681,29,12,21,7,0,0,8,5,0,0,0,0,3789,3602,5056,7073,4855,3356,7958,7945,7944,7728,8564,11315,11780,10023,8418,14170,14133,137709,1930,1842,2512,3612,2504,1750,4334,4336,4040,3910,4244,5751,5876,5046,4194,6934,5935,68750,1859,1760,2544,3461,2351,1606,3624,3609,3904,3818,4320,5564,5904,4977,4224,7236,8198,68959,51686,28010,23676,3631,2126,1505,1394.91,2063,373,160,52,274,485,419,420,533,45812,"85,98",345,265,35296,"133,01"
316,9778,Unterallgäu, Landkreis,1260,629,631,4,400,3,130,20,6,0,163,0,0,0,0,0,0,0,0,78,1531,732,799,257,96,16,6,128,24,106,60,7,6,0,0,3809,3685,4988,7022,5135,3434,8344,8149,7827,8104,8652,11717,12081,10114,8354,13993,15011,140419,1920,1903,2584,3555,2739,1860,4478,4391,4064,4127,4473,6053,6260,5038,4214,6762,6151,70572,1889,1782,2404,3467,2396,1574,3866,3758,3763,3977,4179,5664,5821,5076,4140,7231,8860,69847,54927,31093,23834,3477,2305,1172,1230.06,1717,272,147,46,236,434,314,485,559,44269,"79,15",406,350,35403,"101,14"
317,9779,Donau-Ries, Landkreis,1100,590,510,2,507,5,153,56,6,0,233,20,0,0,10,6,0,0,18,0,1263,640,623,551,239,32,13,105,58,348,131,66,37,0,0,3503,3453,4784,6684,4618,3059,7733,8091,7795,8030,8525,10524,11429,9749,7967,12104,13297,131345,1841,1763,2433,3467,2407,1604,4144,4376,4148,4218,4400,5410,5878,4960,4017,5909,5406,66381,1662,1690,2351,3217,2211,1455,3589,3715,3647,3812,4125,5114,5551,4789,3950,6195,7891,64964,54088,30919,23169,3699,2463,1236,1274.69,1573,245,154,32,170,394,343,391,520,27123,"52,21",353,349,21737,"62,28"
318,9780,Oberallgäu, Landkreis,1311,653,658,4,506,1,74,20,3,0,221,0,0,0,47,0,0,0,0,140,1568,736,832,240,95,28,0,95,40,99,40,18,15,0,0,3926,3760,5166,7219,5082,3560,8405,8464,8304,8567,9266,12792,13414,11342,9344,17197,16864,152672,2018,1932,2705,3653,2693,1905,4544,4474,4187,4139,4594,6337,6714,5637,4500,8257,7053,75342,1908,1828,2461,3566,2389,1655,3861,3990,4117,4428,4672,6455,6700,5705,4844,8940,9811,77330,57044,29849,27195,3968,2214,1754,1528.01,2340,362,217,48,252,639,500,231,480,37412,"77,89",228,470,37038,"78,72"
319,10041,Regionalverband Saarbrücken, Landkreis,2647,1416,1231,7,2603,70,585,89,53,4,741,101,63,280,94,106,86,26,237,68,4480,2140,2340,1237,554,76,28,295,131,829,388,37,7,-,-,7709,7495,9783,12934,8892,6994,20182,22884,20420,18138,17798,24340,27597,25885,22724,35228,38377,327380,4054,3868,5108,6715,4569,3708,10371,12001,10714,9165,8915,12218,13740,12913,11009,16529,14764,160361,3655,3627,4675,6219,4323,3286,9811,10883,9706,8973,8883,12122,13857,12972,11715,18699,23613,167019,109850,60025,49825,9232,5904,3328,410.64,16680,3731,909,302,1504,2870,6963,241,244,23097,"94,72",227,183,20465,"111,55"
320,10042,Merzig-Wadern, Landkreis,716,391,325,3,481,0,107,17,0,0,165,20,0,54,50,2,6,0,60,0,1385,661,724,399,193,29,8,128,60,202,97,40,28,-,-,2220,2439,3287,4805,3318,2251,5332,5877,5731,5724,6219,8371,9621,8850,7717,10282,11953,103997,1160,1283,1732,2507,1723,1206,2864,3123,2905,2864,3088,4226,4834,4509,3868,4941,4698,51531,1060,1156,1555,2298,1595,1045,2468,2754,2826,2860,3131,4145,4787,4341,3849,5341,7255,52466,33482,18130,15352,1700,1075,625,555.17,2801,457,153,73,331,610,909,132,133,8964,"67,59",130,110,8505,"77,62"
321,10043,Neunkirchen, Landkreis,937,487,450,4,718,0,113,35,6,0,247,0,69,55,49,25,34,0,85,0,1915,975,940,528,305,31,8,182,110,268,160,47,27,-,-,2849,2848,3916,5207,3758,2781,7105,7741,7446,7124,7115,10484,12368,11630,9785,14483,17095,133735,1484,1412,2051,2712,1988,1436,3839,4095,3890,3538,3586,5261,6162,5874,4793,6873,6653,65647,1365,1436,1865,2495,1770,1345,3266,3646,3556,3586,3529,5223,6206,5756,4992,7610,10442,68088,47698,26293,21405,2351,1486,865,249.24,5725,1034,286,120,595,1095,2057,126,129,8486,"65,79",117,105,7941,"75,75"
322,10044,Saarlouis, Landkreis,1528,812,716,5,980,0,194,63,3,0,388,17,34,57,97,7,19,0,71,30,2592,1270,1322,875,506,79,21,214,113,496,311,86,61,-,-,4625,4472,6021,8122,5651,4156,10511,11502,10937,10596,10746,15089,17901,16960,14761,20815,24144,197009,2398,2256,3153,4191,2984,2157,5587,6121,5723,5344,5299,7439,8873,8431,7321,9959,9377,96613,2227,2216,2868,3931,2667,1999,4924,5381,5214,5252,5447,7650,9028,8529,7440,10856,14767,100396,70806,40064,30742,4657,3169,1488,459.05,5803,1151,337,59,392,1126,2178,210,306,18852,"61,67",190,148,14281,"96,65"
323,10045,Saarpfalz-Kreis,,1107,565,542,2,1440,35,343,87,62,46,397,0,88,74,60,53,60,22,113,0,1906,918,988,714,307,29,13,165,73,425,167,95,54,-,-,3175,3116,4386,5796,4031,3110,8088,8033,7777,7562,7656,11236,12962,12329,10643,15750,18934,144584,1642,1617,2242,2964,2122,1629,4201,4269,4043,3784,3794,5581,6318,6067,5210,7475,7497,70455,1533,1499,2144,2832,1909,1481,3887,3764,3734,3778,3862,5655,6644,6262,5433,8275,11437,74129,52831,28874,23957,2817,1764,1053,418.4,4081,713,244,62,351,959,1514,131,219,13551,"61,75",118,123,11155,"90,77"
324,10046,Sankt Wendel, Landkreis,576,286,290,1,236,0,64,21,2,0,87,0,0,0,0,0,7,0,55,0,1149,541,608,413,200,21,9,93,46,229,99,70,46,-,-,1791,1834,2634,3619,2610,1887,4630,4855,4684,4559,4922,7068,8462,7905,6863,9498,11071,88892,913,948,1288,1883,1346,1015,2508,2545,2461,2258,2435,3532,4228,4049,3439,4642,4534,44024,878,886,1346,1736,1264,872,2122,2310,2223,2301,2487,3536,4234,3856,3424,4856,6537,44868,32506,17827,14679,774,437,337,476.22,1804,187,139,18,120,461,485,119,143,5593,"38,99",109,93,4693,"50,37"
325,11000,Berlin, kreisfreie Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3520031,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1726533,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1793498,,,,,,,891.68,,,,,,,,,,,,,,,
326,12051,Brandenburg an der Havel, kreisfreie Stadt,620,338,282,3,873,10,129,42,39,0,137,90,0,74,66,29,0,55,202,0,984,517,467,147,78,27,11,19,6,39,22,62,39,8,3,1806,1730,2192,2330,1430,941,2594,5008,4768,4084,3493,4772,6141,5706,5408,8632,10539,71574,913,879,1120,1173,760,526,1427,2667,2514,2267,1882,2492,3154,2829,2618,3953,4149,35323,893,851,1072,1157,670,415,1167,2341,2254,1817,1611,2280,2987,2877,2790,4679,6390,36251,25855,13302,12553,372,229,143,229.72,4536,223,197,53,302,1085,2229,110,134,5530,"41,36",103,89,4721,"52,77"
327,12052,Cottbus, kreisfreie Stadt,789,405,384,2,1149,30,322,60,39,26,279,35,75,63,72,42,25,0,81,0,1301,631,670,260,120,94,27,47,24,69,36,50,33,30,20,2398,2393,2911,3406,2062,1588,4947,7951,6810,5702,4912,6647,8480,7880,7603,11025,12972,99687,1259,1218,1492,1786,1045,832,2717,4323,3816,3093,2507,3412,4195,3797,3578,4990,5040,49100,1139,1175,1419,1620,1017,756,2230,3628,2994,2609,2405,3235,4285,4083,4025,6035,7932,50587,35666,17842,17824,844,524,320,165.16,5267,340,306,44,266,1080,2059,109,104,4957,"47,80",105,91,4751,"52,27"
328,12053,Frankfurt (Oder), kreisfreie Stadt,431,234,197,2,932,20,194,40,31,30,244,66,32,59,27,26,33,20,110,0,750,361,389,205,118,36,23,37,27,85,40,47,28,8,0,1298,1334,1833,2095,1332,946,2787,3863,3557,3267,2978,3682,5082,5061,4875,6430,7672,58092,691,652,938,1087,652,460,1354,2019,1924,1693,1522,1863,2498,2444,2364,2929,2899,27989,607,682,895,1008,680,486,1433,1844,1633,1574,1456,1819,2584,2617,2511,3501,4773,30103,20500,10058,10442,683,348,335,147.85,3490,322,191,29,185,787,1653,54,83,2010,"24,26",46,44,1783,"40,81"
329,12054,Potsdam, kreisfreie Stadt,1785,902,883,6,1606,23,303,118,37,10,387,129,103,80,156,46,66,27,121,0,1618,803,815,439,192,60,17,154,62,225,113,0,0,0,0,5484,5296,6629,7054,3761,2668,7596,14678,13792,12724,10553,11723,12659,10492,9896,15100,17640,167745,2814,2734,3442,3626,1908,1312,3635,7030,6685,6476,5391,5948,6363,5199,4641,6827,6823,80854,2670,2562,3187,3428,1853,1356,3961,7648,7107,6248,5162,5775,6296,5293,5255,8273,10817,86891,63366,30796,32570,2196,1200,996,188.26,6206,782,306,69,371,1189,2079,219,483,89675,"185,63",194,288,78809,"273,66"
330,12060,Barnim, Landkreis,1327,682,645,5,1175,14,267,59,28,0,248,38,59,227,0,27,20,47,141,0,2110,1071,1039,302,138,77,23,68,28,95,60,62,27,29,14,4293,4753,6431,7416,4358,2594,5161,9130,10222,11085,10365,14163,17740,15720,14116,19669,20195,177411,2227,2478,3313,3923,2273,1419,2785,4704,5244,5567,5322,7150,8936,7934,6999,9493,8230,87997,2066,2275,3118,3493,2085,1175,2376,4426,4978,5518,5043,7013,8804,7786,7117,10176,11965,89414,67687,33320,34367,949,477,472,1479.68,7414,312,521,93,506,1864,3102,804,1255,76775,"61,18",697,718,53046,"73,88"
331,12061,Dahme-Spreewald, Landkreis,1302,676,626,4,1005,1,136,42,26,0,236,40,34,85,50,30,0,60,265,0,1927,995,932,160,68,24,10,39,28,76,22,21,8,0,0,4097,4234,5661,6685,4135,2525,5234,8632,9738,10005,9631,13522,15933,14000,12373,17653,20470,164528,2122,2156,2923,3424,2071,1334,2851,4570,4966,5128,4923,6829,8187,7126,6131,8442,8404,81587,1975,2078,2738,3261,2064,1191,2383,4062,4772,4877,4708,6693,7746,6874,6242,9211,12066,82941,63625,32159,31466,2002,1156,846,2274.49,5295,303,291,37,185,1392,1862,749,1247,88686,"71,14",696,812,66914,"82,39"
332,12062,Elbe-Elster, Landkreis,715,375,340,1,465,0,144,21,0,0,210,0,20,0,0,0,0,0,70,0,1538,796,742,182,77,51,15,54,16,41,26,36,20,17,12,2101,2218,3166,3992,2461,1379,2722,5210,5540,5424,5880,8059,10040,9836,9111,12446,15088,104673,1058,1136,1559,2025,1263,740,1578,2902,3063,2954,3151,4165,5121,4946,4569,5829,5761,51820,1043,1082,1607,1967,1198,639,1144,2308,2477,2470,2729,3894,4919,4890,4542,6617,9327,52853,39200,21353,17847,284,184,100,1899.57,5953,118,259,40,227,1870,2848,131,182,1769,"9,71",126,177,1729,"9,76"
333,12063,Havelland, Landkreis,1225,611,614,1,482,0,81,28,0,0,205,41,30,0,0,27,0,0,70,0,1792,876,916,212,99,57,17,77,39,61,34,17,9,14,7,3996,4241,5736,7305,4709,2847,5183,8034,8715,9328,9466,13880,16279,13145,11434,16628,17310,158236,2041,2176,2966,3745,2432,1505,2906,4244,4376,4677,4704,6864,8417,6681,5661,7935,6986,78316,1955,2065,2770,3560,2277,1342,2277,3790,4339,4651,4762,7016,7862,6464,5773,8693,10324,79920,60298,30605,29693,1071,594,477,1727.3,6557,247,425,109,480,1753,2775,618,866,45110,"52,08",570,528,38522,"72,93"
334,12064,Märkisch-Oderland, Landkreis,1375,712,663,2,666,0,206,46,0,0,247,0,12,65,0,0,0,0,90,0,2294,1180,1114,244,122,70,26,28,17,69,39,77,40,5,3,4560,4947,6689,7788,4508,2722,5079,9517,10971,11768,10891,15143,19940,17688,15400,20124,22979,190714,2363,2574,3434,4094,2342,1418,2835,4995,5619,6037,5715,7705,10003,9096,7759,9724,9193,94906,2197,2373,3255,3694,2166,1304,2244,4522,5352,5731,5176,7438,9937,8592,7641,10400,13786,95808,70558,35331,35227,793,469,324,2158.65,8758,355,485,113,529,2453,3075,719,932,44918,"48,18",690,670,39345,"58,69"
335,12065,Oberhavel, Landkreis,1673,895,778,4,1022,0,135,50,20,0,234,49,25,44,373,0,0,0,92,0,2405,1208,1197,414,195,50,14,94,34,134,65,136,82,17,4,5235,5532,7530,9484,5615,3523,6564,10435,11851,12752,12241,17881,21145,17375,15174,21796,23391,207524,2697,2817,3881,4836,2880,1904,3598,5453,6071,6323,6024,8851,10909,8874,7519,10432,9409,102478,2538,2715,3649,4648,2735,1619,2966,4982,5780,6429,6217,9030,10236,8501,7655,11364,13982,105046,78705,39604,39101,1460,864,596,1808.2,8558,346,436,107,570,1985,4118,747,1042,61238,"58,75",717,874,59190,"67,76"
336,12066,Oberspreewald-Lausitz, Landkreis,813,429,384,1,519,0,121,25,0,0,174,60,24,43,0,18,0,0,54,0,1618,831,787,93,41,10,5,34,15,21,11,28,10,13,9,2414,2555,3291,3996,2577,1417,3101,5991,6144,6163,5978,8264,10589,9843,9443,14035,16649,112450,1249,1293,1660,2060,1343,796,1775,3191,3420,3438,3173,4270,5426,4879,4635,6361,6318,55287,1165,1262,1631,1936,1234,621,1326,2800,2724,2725,2805,3994,5163,4964,4808,7674,10331,57163,41628,22512,19116,556,385,171,1223.09,7176,214,393,51,254,1839,3417,156,244,3479,"14,25",140,156,3188,"20,47"
337,12067,Oder-Spree, Landkreis,1262,649,613,7,1365,0,259,55,25,0,348,226,32,190,8,45,38,0,139,0,2260,1171,1089,370,163,51,5,89,32,149,82,81,44,9,5,4303,4626,6178,7262,4826,3035,5682,9753,10309,10485,9827,13688,17371,15905,15064,20406,23677,182397,2156,2382,3152,3746,2731,1810,3408,5280,5404,5479,5083,7017,8698,7997,7469,9647,9494,90953,2147,2244,3026,3516,2095,1225,2274,4473,4905,5006,4744,6671,8673,7908,7595,10759,14183,91444,67152,34133,33019,846,494,352,2256.75,8169,435,173,125,590,2202,3883,569,740,34703,"46,91",554,696,33940,"48,76"
338,12068,Ostprignitz-Ruppin, Landkreis,747,378,369,2,1186,3,266,50,23,0,388,103,24,49,50,37,20,36,137,0,1326,656,670,234,116,49,15,44,20,94,56,47,25,3,1,2328,2315,3252,3782,2444,1349,2913,5311,5795,5618,5252,7393,9822,9503,8580,10956,12497,99110,1184,1206,1740,1959,1263,697,1602,2819,3092,2909,2804,3794,5014,4763,4321,5325,4840,49332,1144,1109,1512,1823,1181,652,1311,2492,2703,2709,2448,3599,4808,4740,4259,5631,7657,49778,36735,18972,17763,429,251,178,2526.56,4837,128,270,62,358,1036,1627,243,338,11379,"33,64",212,204,10025,"49,25"
